1415,PLN/MWh,231.49,MWh,3839.10
1516,PLN/MWh,228.89,MWh,3662.70
1617,PLN/MWh,310.31,MWh,3573.20
1718,PLN/MWh,270.74,MWh,3411.70
1819,PLN/MWh,245.22,MWh,3649.20
1920,PLN/MWh,230.08,MWh,3796.90
2021,PLN/MWh,212.15,MWh,3787.80
2122,PLN/MWh,186.76,MWh,3257.50
2223,PLN/MWh,155.55,MWh,3848.10
2324,PLN/MWh,146.41,MWh,3093.90
01,PLN/MWh,146.98,MWh,3090.90
12,PLN/MWh,143.49,MWh,3224.20
23,PLN/MWh,135.93,MWh,3405.40
34,PLN/MWh,134.27,MWh,3524.00
45,PLN/MWh,136.79,MWh,3416.60
56,PLN/MWh,145.14,MWh,3359.00
67,PLN/MWh,154.91,MWh,3029.90
78,PLN/MWh,185.12,MWh,3182.50
89,PLN/MWh,200.23,MWh,3086.80
910,PLN/MWh,207.62,MWh,3382.80
1011,PLN/MWh,209.03,MWh,3511.30
1112,PLN/MWh,211.07,MWh,3589.20
1213,PLN/MWh,210.71,MWh,3561.90
1314,PLN/MWh,212.67,MWh,3371.10
1415,PLN/MWh,207.27,MWh,3252.30
1516,PLN/MWh,207.47,MWh,3256.20
1617,PLN/MWh,226.03,MWh,3618.30
1718,PLN/MWh,224.32,MWh,3492.90
1819,PLN/MWh,214.84,MWh,3018.50
1920,PLN/MWh,203.83,MWh,3182.80
2021,PLN/MWh,194.42,MWh,2929.10
2122,PLN/MWh,163.71,MWh,3179.30
2223,PLN/MWh,153.26,MWh,3095.80
2324,PLN/MWh,147.12,MWh,3033.20
01,PLN/MWh,138.60,MWh,3376.40
12,PLN/MWh,134.80,MWh,3235.00
23,PLN/MWh,134.24,MWh,3269.10
34,PLN/MWh,134.55,MWh,3184.30
45,PLN/MWh,137.44,MWh,3279.70
56,PLN/MWh,140.49,MWh,3350.30
67,PLN/MWh,143.19,MWh,2792.60
78,PLN/MWh,153.39,MWh,2954.10
89,PLN/MWh,161.81,MWh,3494.50
910,PLN/MWh,171.22,MWh,4063.20
1011,PLN/MWh,192.62,MWh,4295.10
1112,PLN/MWh,196.36,MWh,4297.30
1213,PLN/MWh,197.29,MWh,4292.80
1314,PLN/MWh,197.81,MWh,4328.50
1415,PLN/MWh,191.34,MWh,4286.20
1516,PLN/MWh,191.60,MWh,4255.30
1617,PLN/MWh,242.77,MWh,4647.50
1718,PLN/MWh,246.79,MWh,4719.10
1819,PLN/MWh,217.23,MWh,4503.50
1920,PLN/MWh,199.40,MWh,4547.90
2021,PLN/MWh,181.63,MWh,4617.10
2122,PLN/MWh,161.71,MWh,3971.40
2223,PLN/MWh,146.19,MWh,3274.30
2324,PLN/MWh,142.50,MWh,3248.70
01,PLN/MWh,132.75,MWh,2446.40
12,PLN/MWh,119.84,MWh,2454.70
23,PLN/MWh,118.59,MWh,2615.70
34,PLN/MWh,117.15,MWh,2786.90
45,PLN/MWh,117.08,MWh,2857.30
56,PLN/MWh,118.23,MWh,2999.40
67,PLN/MWh,119.56,MWh,2848.40
78,PLN/MWh,100.22,MWh,2683.10
89,PLN/MWh,124.46,MWh,2553.90
910,PLN/MWh,136.72,MWh,2885.50
1011,PLN/MWh,139.59,MWh,3027.60
1112,PLN/MWh,141.80,MWh,2964.60
1213,PLN/MWh,141.81,MWh,2910.30
1314,PLN/MWh,141.89,MWh,2925.70
1415,PLN/MWh,141.92,MWh,2913.10
1516,PLN/MWh,142.17,MWh,2992.30
1617,PLN/MWh,154.19,MWh,3408.10
1718,PLN/MWh,166.84,MWh,3634.60
1819,PLN/MWh,167.21,MWh,3578.00
1920,PLN/MWh,170.27,MWh,3588.30
2021,PLN/MWh,164.50,MWh,3435.10
2122,PLN/MWh,146.02,MWh,3115.90
2223,PLN/MWh,140.29,MWh,2454.20
2324,PLN/MWh,134.94,MWh,2926.50
01,PLN/MWh,138.21,MWh,3720.30
12,PLN/MWh,136.58,MWh,3558.40
23,PLN/MWh,136.13,MWh,3640.00
34,PLN/MWh,138.55,MWh,3601.00
45,PLN/MWh,139.21,MWh,3714.00
56,PLN/MWh,147.02,MWh,3901.90
67,PLN/MWh,161.42,MWh,3690.80
78,PLN/MWh,196.54,MWh,3207.40
89,PLN/MWh,209.27,MWh,3575.10
910,PLN/MWh,217.03,MWh,3987.90
1011,PLN/MWh,217.63,MWh,4138.00
1112,PLN/MWh,225.77,MWh,4268.40
1213,PLN/MWh,232.73,MWh,4405.90
1314,PLN/MWh,243.93,MWh,4512.60
1415,PLN/MWh,238.27,MWh,4441.20
1516,PLN/MWh,235.69,MWh,4443.20
1617,PLN/MWh,453.04,MWh,4456.70
1718,PLN/MWh,445.41,MWh,4555.40
1819,PLN/MWh,401.80,MWh,4425.20
1920,PLN/MWh,288.37,MWh,4747.40
2021,PLN/MWh,226.48,MWh,4330.60
2122,PLN/MWh,197.98,MWh,3486.20
2223,PLN/MWh,170.54,MWh,4528.10
2324,PLN/MWh,157.24,MWh,3792.30
01,PLN/MWh,146.82,MWh,2936.50
12,PLN/MWh,145.19,MWh,3120.00
23,PLN/MWh,141.95,MWh,3257.50
34,PLN/MWh,140.77,MWh,3176.60
45,PLN/MWh,144.63,MWh,3235.60
56,PLN/MWh,147.27,MWh,3151.60
67,PLN/MWh,157.90,MWh,4117.90
78,PLN/MWh,190.71,MWh,3094.20
89,PLN/MWh,199.00,MWh,3765.20
910,PLN/MWh,201.95,MWh,4131.90
1011,PLN/MWh,204.42,MWh,4251.00
1112,PLN/MWh,210.95,MWh,4219.90
1213,PLN/MWh,210.67,MWh,4213.00
1314,PLN/MWh,214.77,MWh,4215.40
1415,PLN/MWh,206.24,MWh,4241.50
1516,PLN/MWh,202.71,MWh,4106.50
1617,PLN/MWh,264.57,MWh,4256.10
1718,PLN/MWh,286.52,MWh,4170.70
1819,PLN/MWh,249.01,MWh,4315.70
1920,PLN/MWh,220.57,MWh,4172.60
2021,PLN/MWh,199.91,MWh,3974.60
2122,PLN/MWh,178.96,MWh,3061.40
2223,PLN/MWh,156.05,MWh,4361.90
2324,PLN/MWh,144.83,MWh,3617.60
01,PLN/MWh,135.07,MWh,2207.30
12,PLN/MWh,133.89,MWh,2099.00
23,PLN/MWh,132.69,MWh,2260.90
34,PLN/MWh,132.62,MWh,2237.50
45,PLN/MWh,134.45,MWh,2167.00
56,PLN/MWh,136.91,MWh,2406.70
67,PLN/MWh,150.98,MWh,3387.80
78,PLN/MWh,211.25,MWh,2724.90
89,PLN/MWh,212.69,MWh,3370.30
910,PLN/MWh,215.58,MWh,3515.80
1011,PLN/MWh,215.57,MWh,3514.90
1112,PLN/MWh,216.29,MWh,3622.70
1213,PLN/MWh,226.52,MWh,3624.60
1314,PLN/MWh,226.47,MWh,3579.90
1415,PLN/MWh,216.98,MWh,3571.70
1516,PLN/MWh,214.92,MWh,3491.00
1617,PLN/MWh,348.10,MWh,3536.70
1718,PLN/MWh,379.46,MWh,3530.40
1819,PLN/MWh,238.41,MWh,3462.40
1920,PLN/MWh,216.42,MWh,3659.40
2021,PLN/MWh,210.84,MWh,3309.60
2122,PLN/MWh,177.22,MWh,2728.40
2223,PLN/MWh,149.72,MWh,3310.10
2324,PLN/MWh,141.00,MWh,2783.20
01,PLN/MWh,142.65,MWh,2918.60
12,PLN/MWh,139.27,MWh,3262.90
23,PLN/MWh,138.95,MWh,3117.80
34,PLN/MWh,139.30,MWh,3117.80
45,PLN/MWh,140.76,MWh,3136.10
56,PLN/MWh,143.95,MWh,2728.30
67,PLN/MWh,154.96,MWh,3897.20
78,PLN/MWh,203.65,MWh,3276.50
89,PLN/MWh,221.20,MWh,3703.40
910,PLN/MWh,241.15,MWh,3829.20
1011,PLN/MWh,241.28,MWh,4105.50
1112,PLN/MWh,256.88,MWh,4176.40
1213,PLN/MWh,266.44,MWh,4076.80
1314,PLN/MWh,282.68,MWh,4085.10
1415,PLN/MWh,256.88,MWh,3864.90
1516,PLN/MWh,260.24,MWh,3818.90
1617,PLN/MWh,476.94,MWh,3878.20
1718,PLN/MWh,489.91,MWh,3709.30
1819,PLN/MWh,437.97,MWh,3893.70
1920,PLN/MWh,293.23,MWh,4069.40
2021,PLN/MWh,217.00,MWh,4035.90
2122,PLN/MWh,190.57,MWh,3569.00
2223,PLN/MWh,154.38,MWh,3914.40
2324,PLN/MWh,147.79,MWh,3023.00
01,PLN/MWh,139.61,MWh,3196.30
12,PLN/MWh,137.71,MWh,3340.30
23,PLN/MWh,136.09,MWh,3290.50
34,PLN/MWh,136.02,MWh,3278.30
45,PLN/MWh,137.85,MWh,3215.20
56,PLN/MWh,142.25,MWh,2989.20
67,PLN/MWh,154.62,MWh,4102.10
78,PLN/MWh,199.39,MWh,3083.80
89,PLN/MWh,218.95,MWh,3570.70
910,PLN/MWh,231.44,MWh,3869.20
1011,PLN/MWh,229.64,MWh,3990.40
1112,PLN/MWh,235.26,MWh,3865.80
1213,PLN/MWh,241.59,MWh,4070.50
1314,PLN/MWh,248.83,MWh,3927.80
1415,PLN/MWh,229.46,MWh,3917.70
1516,PLN/MWh,229.01,MWh,3688.10
1617,PLN/MWh,381.48,MWh,3562.10
1718,PLN/MWh,380.62,MWh,3522.20
1819,PLN/MWh,278.30,MWh,3314.00
1920,PLN/MWh,225.63,MWh,3860.10
2021,PLN/MWh,206.26,MWh,3488.10
2122,PLN/MWh,187.67,MWh,3212.50
2223,PLN/MWh,150.10,MWh,3839.20
2324,PLN/MWh,143.84,MWh,2985.90
01,PLN/MWh,137.40,MWh,2948.50
12,PLN/MWh,129.67,MWh,3063.50
23,PLN/MWh,125.65,MWh,2807.40
34,PLN/MWh,124.81,MWh,2886.80
45,PLN/MWh,126.60,MWh,2896.70
56,PLN/MWh,129.79,MWh,2952.10
67,PLN/MWh,136.88,MWh,2789.10
78,PLN/MWh,145.97,MWh,2684.20
89,PLN/MWh,153.68,MWh,3170.80
910,PLN/MWh,174.88,MWh,4093.00
1011,PLN/MWh,189.00,MWh,4410.40
1112,PLN/MWh,200.82,MWh,4548.00
1213,PLN/MWh,197.99,MWh,4559.10
1314,PLN/MWh,197.80,MWh,4567.20
1415,PLN/MWh,186.87,MWh,4433.80
1516,PLN/MWh,186.41,MWh,4406.90
1617,PLN/MWh,346.34,MWh,5007.80
1718,PLN/MWh,359.11,MWh,5109.00
1819,PLN/MWh,294.29,MWh,5084.70
1920,PLN/MWh,206.03,MWh,4802.80
2021,PLN/MWh,178.22,MWh,5005.80
2122,PLN/MWh,167.74,MWh,4419.50
2223,PLN/MWh,146.67,MWh,3285.70
2324,PLN/MWh,141.23,MWh,2941.00
01,PLN/MWh,139.63,MWh,2984.80
12,PLN/MWh,134.54,MWh,3273.20
23,PLN/MWh,131.55,MWh,3182.60
34,PLN/MWh,129.01,MWh,3178.40
45,PLN/MWh,129.74,MWh,3243.10
56,PLN/MWh,134.20,MWh,3477.60
67,PLN/MWh,135.17,MWh,3235.60
78,PLN/MWh,139.42,MWh,3056.20
89,PLN/MWh,140.43,MWh,2817.90
910,PLN/MWh,146.76,MWh,2646.90
1011,PLN/MWh,151.66,MWh,3047.10
1112,PLN/MWh,156.71,MWh,3078.50
1213,PLN/MWh,164.36,MWh,3114.10
1314,PLN/MWh,168.61,MWh,3210.40
1415,PLN/MWh,155.58,MWh,3284.00
1516,PLN/MWh,151.31,MWh,3328.00
1617,PLN/MWh,169.95,MWh,3730.80
1718,PLN/MWh,176.61,MWh,4140.60
1819,PLN/MWh,177.56,MWh,4177.60
1920,PLN/MWh,178.10,MWh,4220.70
2021,PLN/MWh,168.75,MWh,4047.60
2122,PLN/MWh,151.19,MWh,4050.40
2223,PLN/MWh,145.45,MWh,3646.70
2324,PLN/MWh,138.90,MWh,3508.80
01,PLN/MWh,138.78,MWh,2730.40
12,PLN/MWh,130.60,MWh,2906.30
23,PLN/MWh,129.94,MWh,2995.50
34,PLN/MWh,129.86,MWh,2950.30
45,PLN/MWh,134.78,MWh,3019.20
56,PLN/MWh,144.06,MWh,2911.20
67,PLN/MWh,156.18,MWh,4117.90
78,PLN/MWh,209.37,MWh,3032.50
89,PLN/MWh,219.69,MWh,3643.00
910,PLN/MWh,230.19,MWh,3945.60
1011,PLN/MWh,227.16,MWh,3941.20
1112,PLN/MWh,233.15,MWh,3849.00
1213,PLN/MWh,233.57,MWh,3989.40
1314,PLN/MWh,236.01,MWh,4123.90
1415,PLN/MWh,225.66,MWh,4161.10
1516,PLN/MWh,222.82,MWh,3893.60
1617,PLN/MWh,381.82,MWh,3750.10
1718,PLN/MWh,409.22,MWh,3858.30
1819,PLN/MWh,374.22,MWh,3735.70
1920,PLN/MWh,234.79,MWh,3955.10
2021,PLN/MWh,213.64,MWh,3946.90
2122,PLN/MWh,190.27,MWh,3321.70
2223,PLN/MWh,150.45,MWh,4545.20
2324,PLN/MWh,145.67,MWh,3403.90
01,PLN/MWh,143.62,MWh,2719.80
12,PLN/MWh,141.27,MWh,2803.60
23,PLN/MWh,138.36,MWh,2787.40
34,PLN/MWh,137.51,MWh,2825.40
45,PLN/MWh,141.71,MWh,2903.20
56,PLN/MWh,144.21,MWh,2764.70
67,PLN/MWh,154.38,MWh,4056.00
78,PLN/MWh,201.60,MWh,3530.70
89,PLN/MWh,213.94,MWh,3879.20
910,PLN/MWh,222.16,MWh,3842.10
1011,PLN/MWh,221.32,MWh,3718.90
1112,PLN/MWh,226.18,MWh,3893.40
1213,PLN/MWh,226.86,MWh,3978.00
1314,PLN/MWh,229.60,MWh,4060.70
1415,PLN/MWh,216.99,MWh,3779.00
1516,PLN/MWh,213.32,MWh,3733.20
1617,PLN/MWh,262.66,MWh,3802.70
1718,PLN/MWh,345.67,MWh,3520.10
1819,PLN/MWh,240.46,MWh,3545.40
1920,PLN/MWh,222.73,MWh,3826.30
2021,PLN/MWh,211.84,MWh,3650.50
2122,PLN/MWh,183.81,MWh,3392.50
2223,PLN/MWh,150.98,MWh,3800.70
2324,PLN/MWh,142.27,MWh,3090.60
01,PLN/MWh,132.26,MWh,2204.90
12,PLN/MWh,125.74,MWh,2238.50
23,PLN/MWh,122.98,MWh,2281.20
34,PLN/MWh,123.35,MWh,2219.40
45,PLN/MWh,128.36,MWh,2561.20
56,PLN/MWh,136.15,MWh,2574.50
67,PLN/MWh,148.76,MWh,4307.20
78,PLN/MWh,208.24,MWh,3215.00
89,PLN/MWh,217.24,MWh,3475.00
910,PLN/MWh,226.45,MWh,3612.70
1011,PLN/MWh,226.37,MWh,3527.20
1112,PLN/MWh,226.27,MWh,3442.60
1213,PLN/MWh,226.21,MWh,3386.90
1314,PLN/MWh,228.13,MWh,3407.10
1415,PLN/MWh,226.41,MWh,3705.80
1516,PLN/MWh,222.83,MWh,3618.10
1617,PLN/MWh,247.18,MWh,3409.90
1718,PLN/MWh,317.59,MWh,3675.10
1819,PLN/MWh,239.36,MWh,3444.00
1920,PLN/MWh,230.77,MWh,3423.40
2021,PLN/MWh,215.19,MWh,3499.70
2122,PLN/MWh,189.89,MWh,2821.90
2223,PLN/MWh,150.18,MWh,4309.20
2324,PLN/MWh,140.23,MWh,3001.30
01,PLN/MWh,150.15,MWh,3165.90
12,PLN/MWh,148.08,MWh,3359.20
23,PLN/MWh,146.93,MWh,3261.00
34,PLN/MWh,146.17,MWh,3234.60
45,PLN/MWh,148.16,MWh,3468.40
56,PLN/MWh,151.43,MWh,3338.30
67,PLN/MWh,158.17,MWh,4641.70
78,PLN/MWh,202.45,MWh,3991.20
89,PLN/MWh,219.94,MWh,4091.90
910,PLN/MWh,235.13,MWh,4073.60
1011,PLN/MWh,230.83,MWh,4012.10
1112,PLN/MWh,238.55,MWh,3913.00
1213,PLN/MWh,238.72,MWh,3976.80
1314,PLN/MWh,241.84,MWh,3967.80
1415,PLN/MWh,233.94,MWh,3962.30
1516,PLN/MWh,227.77,MWh,3994.10
1617,PLN/MWh,259.77,MWh,3931.00
1718,PLN/MWh,345.62,MWh,4223.30
1819,PLN/MWh,308.59,MWh,3911.30
1920,PLN/MWh,247.92,MWh,3857.60
2021,PLN/MWh,218.52,MWh,3854.90
2122,PLN/MWh,191.51,MWh,4137.80
2223,PLN/MWh,161.41,MWh,4993.30
2324,PLN/MWh,152.34,MWh,3917.60
01,PLN/MWh,144.74,MWh,2701.00
12,PLN/MWh,141.83,MWh,3079.30
23,PLN/MWh,141.16,MWh,3139.50
34,PLN/MWh,141.45,MWh,3135.50
45,PLN/MWh,142.46,MWh,3100.90
56,PLN/MWh,148.93,MWh,3168.50
67,PLN/MWh,157.49,MWh,4518.10
78,PLN/MWh,207.63,MWh,3716.70
89,PLN/MWh,233.08,MWh,4005.30
910,PLN/MWh,247.55,MWh,4016.60
1011,PLN/MWh,240.64,MWh,4081.00
1112,PLN/MWh,245.42,MWh,4677.30
1213,PLN/MWh,236.17,MWh,4780.10
1314,PLN/MWh,236.94,MWh,4758.10
1415,PLN/MWh,225.01,MWh,4735.30
1516,PLN/MWh,208.75,MWh,4548.10
1617,PLN/MWh,246.32,MWh,4636.40
1718,PLN/MWh,314.73,MWh,4883.80
1819,PLN/MWh,233.86,MWh,4578.10
1920,PLN/MWh,208.88,MWh,4710.70
2021,PLN/MWh,201.92,MWh,4060.50
2122,PLN/MWh,172.95,MWh,3584.00
2223,PLN/MWh,150.09,MWh,4223.10
2324,PLN/MWh,145.95,MWh,3026.40
01,PLN/MWh,138.87,MWh,2806.40
12,PLN/MWh,133.01,MWh,3067.00
23,PLN/MWh,124.79,MWh,3070.60
34,PLN/MWh,122.67,MWh,3005.30
45,PLN/MWh,122.68,MWh,3060.40
56,PLN/MWh,129.34,MWh,3202.20
67,PLN/MWh,138.14,MWh,3038.00
78,PLN/MWh,145.27,MWh,3614.20
89,PLN/MWh,150.39,MWh,3685.80
910,PLN/MWh,166.88,MWh,4326.90
1011,PLN/MWh,173.90,MWh,4944.90
1112,PLN/MWh,189.92,MWh,5016.20
1213,PLN/MWh,190.38,MWh,5055.80
1314,PLN/MWh,197.03,MWh,5176.50
1415,PLN/MWh,174.30,MWh,4947.80
1516,PLN/MWh,169.75,MWh,4919.00
1617,PLN/MWh,199.38,MWh,5364.30
1718,PLN/MWh,232.82,MWh,5609.50
1819,PLN/MWh,232.18,MWh,5580.20
1920,PLN/MWh,190.43,MWh,5479.40
2021,PLN/MWh,168.85,MWh,5509.60
2122,PLN/MWh,153.79,MWh,4726.00
2223,PLN/MWh,144.13,MWh,3266.40
2324,PLN/MWh,139.90,MWh,3272.80
01,PLN/MWh,132.28,MWh,2795.30
12,PLN/MWh,126.47,MWh,2904.40
23,PLN/MWh,122.21,MWh,2958.40
34,PLN/MWh,121.85,MWh,3022.60
45,PLN/MWh,121.85,MWh,2910.10
56,PLN/MWh,124.32,MWh,2945.20
67,PLN/MWh,127.69,MWh,3009.20
78,PLN/MWh,132.44,MWh,2830.20
89,PLN/MWh,134.91,MWh,2852.20
910,PLN/MWh,135.55,MWh,2720.50
1011,PLN/MWh,140.55,MWh,2929.10
1112,PLN/MWh,144.95,MWh,3091.70
1213,PLN/MWh,141.43,MWh,3216.00
1314,PLN/MWh,140.98,MWh,3248.80
1415,PLN/MWh,139.43,MWh,2912.90
1516,PLN/MWh,136.71,MWh,2821.90
1617,PLN/MWh,146.70,MWh,3264.20
1718,PLN/MWh,157.60,MWh,3507.70
1819,PLN/MWh,163.73,MWh,3658.00
1920,PLN/MWh,155.78,MWh,3916.50
2021,PLN/MWh,146.75,MWh,3796.10
2122,PLN/MWh,138.90,MWh,3148.20
2223,PLN/MWh,135.31,MWh,3080.70
2324,PLN/MWh,131.31,MWh,3062.20
01,PLN/MWh,125.08,MWh,2313.00
12,PLN/MWh,116.07,MWh,2426.80
23,PLN/MWh,115.41,MWh,2444.20
34,PLN/MWh,115.71,MWh,2482.50
45,PLN/MWh,125.49,MWh,2365.80
56,PLN/MWh,133.92,MWh,2509.10
67,PLN/MWh,143.20,MWh,2912.30
78,PLN/MWh,176.70,MWh,2762.30
89,PLN/MWh,190.40,MWh,3227.10
910,PLN/MWh,196.76,MWh,3479.10
1011,PLN/MWh,194.56,MWh,3441.60
1112,PLN/MWh,204.06,MWh,3616.00
1213,PLN/MWh,206.06,MWh,3678.00
1314,PLN/MWh,214.67,MWh,3752.50
1415,PLN/MWh,198.96,MWh,3722.80
1516,PLN/MWh,196.39,MWh,3612.70
1617,PLN/MWh,244.90,MWh,3892.60
1718,PLN/MWh,310.63,MWh,3936.40
1819,PLN/MWh,267.21,MWh,3864.80
1920,PLN/MWh,241.82,MWh,3990.40
2021,PLN/MWh,198.29,MWh,3818.00
2122,PLN/MWh,175.10,MWh,3022.80
2223,PLN/MWh,145.56,MWh,4080.30
2324,PLN/MWh,139.59,MWh,2648.60
01,PLN/MWh,136.70,MWh,2289.70
12,PLN/MWh,131.81,MWh,2122.50
23,PLN/MWh,129.99,MWh,2193.60
34,PLN/MWh,126.70,MWh,2082.00
45,PLN/MWh,129.09,MWh,2122.90
56,PLN/MWh,133.81,MWh,2237.70
67,PLN/MWh,142.91,MWh,3182.30
78,PLN/MWh,166.96,MWh,2975.60
89,PLN/MWh,169.77,MWh,3095.80
910,PLN/MWh,177.61,MWh,3252.50
1011,PLN/MWh,175.03,MWh,3153.60
1112,PLN/MWh,175.64,MWh,3172.40
1213,PLN/MWh,177.23,MWh,3188.20
1314,PLN/MWh,187.90,MWh,3224.00
1415,PLN/MWh,180.67,MWh,3053.20
1516,PLN/MWh,179.47,MWh,3100.50
1617,PLN/MWh,196.08,MWh,3705.20
1718,PLN/MWh,201.10,MWh,3674.40
1819,PLN/MWh,199.49,MWh,3671.80
1920,PLN/MWh,191.38,MWh,3556.30
2021,PLN/MWh,177.80,MWh,2994.20
2122,PLN/MWh,151.07,MWh,2735.80
2223,PLN/MWh,139.63,MWh,2847.30
2324,PLN/MWh,130.37,MWh,2360.40
01,PLN/MWh,123.78,MWh,2389.50
12,PLN/MWh,114.81,MWh,2805.10
23,PLN/MWh,112.27,MWh,3024.20
34,PLN/MWh,110.42,MWh,3102.00
45,PLN/MWh,112.99,MWh,3183.20
56,PLN/MWh,117.09,MWh,2747.30
67,PLN/MWh,136.96,MWh,2940.70
78,PLN/MWh,141.04,MWh,3213.50
89,PLN/MWh,157.93,MWh,3274.20
910,PLN/MWh,165.08,MWh,3487.80
1011,PLN/MWh,164.57,MWh,3363.30
1112,PLN/MWh,167.94,MWh,3402.50
1213,PLN/MWh,167.79,MWh,3252.40
1314,PLN/MWh,176.48,MWh,3136.40
1415,PLN/MWh,167.81,MWh,3080.10
1516,PLN/MWh,166.33,MWh,3223.20
1617,PLN/MWh,180.64,MWh,3324.20
